songName,singer,hot,lyric
不可思议,金莎,823,不可思议作词：林宇中、林怡凤、金莎作曲：林宇中演唱：金莎闪烁不停爱的信息三言两语扣进心里捂住脸呵口气才不轻易泄露了心情仅仅傻笑而已也能够彻夜地想你爱到不可思议创世纪到末期不用甜言蜜语其实我爱的是你是你烦恼的是我虽然很粗心但我会很努力爱到不可思议越老却越美丽牙掉了没关系皮肤皱皱也爱你爱你就孩子气这一百分的相遇就是我和你你的信息传个不停随时提醒甜蜜关系丢个硬币决定每天应该说几遍爱你不仅思念而已看看我无懈的坚定爱到不可思议创世纪到末期不用甜言蜜语其实我爱的是你是你烦恼的是我虽然很粗心但我会很努力爱到不可思议越老却越美丽牙掉了没关系皮肤皱皱也爱你爱你就孩子气这一百分的相遇就是我和你爱到不可思议创世纪到末期不用甜言蜜语其实我爱的是你是你烦恼的是我虽然很粗心但我会很努力爱到不可思议越老却越美丽牙掉了没关系皮肤皱皱也爱你爱你就孩子气这一百分的相遇就是我和你爱到不可思议创世纪到末期不用甜言蜜语其实我爱的是你是你烦恼的是我虽然很粗心但我会很努力爱到不可思议越老却越美丽牙掉了没关系皮肤皱皱也爱你爱你就孩子气这一百分的相遇就是我和你
最可靠的朋友,满文军,38,~最可靠的朋友~小刚&满文军HandsomeCK制作朋友啊最近是否有些累疲倦却无法入睡有好酒一杯等你来仰头喝个醉生活啊本来就撞撞跌跌现实太令人憔悴好哥们一对聚散的时候我来陪你是我最可靠的朋友因为提醒我迟到早退梦想要努力去追挫折别太气馁就算不成功无所谓我是你最可靠的朋友因为陪着你跋山涉水凡事要懂得谦卑粉碎那些虚伪朋友是面镜子让你更完美我是你最可靠的朋友因为提醒你迟到早退梦想要努力去追挫折别太气馁就算不成功无所谓
绽放,戴娆,"2,661",歌曲：绽放演唱：戴娆我要变成野花开在你身边将我摘走吧在枯萎之前没有你夏天我会更思念因为爱情并不远风吹来的稻米香满天弥漫着闭上眼就看见好想给夏天留个念却只剩满手香甜缠绕着马蹄的青草田安静的睡在我的旁边数哪朵云象你的脸嘴角扬成斜斜的月我要变成野花开在你身边你的微笑就能把我浇灌或许我配不上你美丽花环但也会开的娇艳我要变成野花开在你身边将我摘走吧在枯萎之前没有你夏天我会更思念因为爱情并不远歌曲：绽放演唱：戴娆词/曲：明太鱼编曲：王晓东风吹来的稻米香满天弥漫着闭上眼就看见好想给夏天留个念却只剩满手香甜缠绕着马蹄的青草田安静的睡在我的旁边数哪朵云象你的脸嘴角扬成斜斜的月我要变成野花开在你身边将我摘走吧在枯萎之前没有你夏天我会更思念因为爱情并不远我要变成野花开在你身边你的微笑就能把我浇灌或许我配不上你美丽花环但也会开的娇艳我要变成野花开在你身边将我摘走吧在枯萎之前没有你夏天我会更思念因为爱情并不远歌曲：绽放演唱：戴娆
生日礼物,林志颖,762,林志颖-生日礼物词、曲：李子恒心中有一束花是我青春的那棵芽浇过泪水绽放着微笑慢慢张大陪你度过阳光和小雨陪你走过悲伤和甜蜜现在我将它永远种在你心房永远有一句话写在岁月的旅途上用那真情雕塑的光阴让你珍藏不管未来需要多少年不管期盼还有多遥远现在我将它深深刻在你心田每个人都拥有祝福每个生日都有礼物如果没有昨日的知己明天的梦依然孤独无论你有多少个愿望不论你有多少个梦想我的礼物是我的心陪着你成长永远有一句话写在岁月的旅途上用那真情雕塑的光阴让你珍藏不管未来需要多少年不管期盼还有多遥远现在我将它深深刻在你心田每个人都拥有祝福每个生日都有礼物如果没有昨日的知己明天的梦依然孤独无论你有多少个愿望不论你有多少个梦想我的礼物是我的心陪着你成长每个人都拥有祝福每个生日都有礼物如果没有昨日的知己明天的梦依然孤独无论你有多少个愿望不论你有多少个梦想我的礼物是我的心陪着你成长
让我看着你,叶蓓,303,让我看着你说自己还有勇气歌名：让我看着你演唱：叶蓓词曲：刘锐我在这里像是在做别离已没了也许如果可以我不愿这样离去还要继续爱若即若离却依然清晰在这里我无法自己我无力抗拒让我看着你说自己还有勇气就算有太多的风雨不觉得受委屈让我看着你说还是不舍不弃就让时间再次凝聚直到形影不离（我摒住呼吸听风的声音忽然发觉自己还有力气）啦啦啦啦~~~站在这里从春天到冬季哪儿也不去巴士车里无心看窗外的景还有回忆爱若即若离哪儿也不去当我想要说放弃直到你的出现直到那瞬间
晨间新闻,蔡健雅,327,晨间新闻作词：蔡健雅作曲：蔡健雅蔡健雅小白永遠愛新你(新)就是我每天的新聞今天的晨间新闻什么都没发生阳光为我的早餐加温有的时候没有新闻就是好新闻这样的早晨特别平衡今天的晨间新闻什么都没发生微风依赖着我的大门报纸上的沉重油墨依然的认真但我决定不闻也不问今天又关注谁我没有感觉不管它多尖锐疯狂世界butdowereallycare?真正的新闻自己来编写才算特别★......小白永遠愛新今天的晨间新闻什么都没发生微风依赖着我的大门报纸上的沉重油墨依然的认真但我决定不闻也不问今天又关注谁我没有感觉不管它多尖锐疯狂世界butdowereallycare?真正的新闻自己来编写才算特别没有混乱闪烁字幕给我一棵树单纯不是什么态度是一种满足我拥有太多值得欢呼也许冷静但不冷酷我有我不变的温度今天又关注谁我没有感觉不管它多尖锐疯狂世界butdowereallycare?真正的新闻自己来编写才算特别今天又关注谁我没有感觉不管它多尖锐疯狂世界butdowereallycare?真正的新闻自己来编写才算特别真正的新闻自己来编写才算特别真正的新闻自己来编写才算特别......END
美梦,李玟,116,李玟-美梦作词：姚谦作曲\编曲：陈颖见@口袋音乐亮亮亮亮的梦梦梦梦梦的伸展展展展展开了我我我我我们的红地毯美丽要多久youngerandlonger为爱而活梦想是我最优雅动作勇敢追求彩色的梦babyweareprettygirlsprettygirls跟着我wearebarbiegirlsinthebarbieworldbabyweareprettygirls好得得得得就像那首wearebarbiegirlsinthebarbieworldWhatyougonnado沿著红地毯梦走过来就像跳舞babyweareprettyprettygirlsbabyweareprettyprettygirls看着我听着我自信让世界多颜色我记得一个梦两个人梦游幸福要主动
找回自己,蔡淳佳,37,蔡淳佳-找回自己作词：廖莹如作曲：蔡淳佳滴答听着那音符滴答看着那分秒滴答碰着那雨滴感伤不寂寞OhHello对着自己说Hello是否还记得那个我心痛心动心中满屋子经过曾经拥抱的玩偶留给初恋是傻笑容想奔离又想回的家梦想贴在部落格原来世界永远在陪伴我的人原来就是自己人来人往交换了遭遇东找西找只要找回自己原来生命永远没放弃我的人原来就是自己想来想去想念最初那股勇气我记得一路只想做自己Oh轻轻打开音乐时钟相本日记还来得及还来得及细数那原来坚持的样子滴答听到那音符滴答看到那分秒滴答碰到那雨滴感伤让我懂快乐很简单
北京的月亮,阿牛,161,北京的月亮演唱：阿牛北京的月亮圆又圆高高的挂在窗外的天边我看着月亮想着你的脸路要转几个弯才回到你身边北京的月亮圆又圆高高的挂在城外的山边我看着月亮想着你的脸还要越几座山才回到你身边走不完的路长数不完的孤单一层一层山峦就像你的臂弯愿那黄色月亮温暖你的脸等那月儿弯弯我回到你身边北京的月亮圆又圆高高的挂在山的那一边我看着月亮想着你的脸你就像那月光陪在我身边啊嘿……北京的月亮圆又圆高高的挂在窗外的天边我看着月亮想着你的脸路要转几个弯才回到你身边走不完的路长数不完的孤单一层一层山峦就像你的臂弯愿那黄色月亮温暖你的脸等那月儿弯弯我回到你身边北京的月亮圆又圆北京的月亮圆又圆北京的月亮圆又圆北京的月亮圆又圆北京的月亮圆又圆当那月儿弯弯我回到你身边
小鱼的理想,许巍,579,小鱼的理想演唱：许巍在那遥远的深海蓝色的世界有着丰富而又多彩宁静美丽风景在这熙熙攘攘的繁华鱼群里有个平凡的小鱼儿有一些隐约向往可是什么却不倾听朋友们来来往往带着梦想畅游远方有很多的快乐有时候也莫名的惆怅有一天他听到这神奇的故事有着不可思议色彩那样地不寻常在这无尽的大海外面有个世界是那样灿烂而宽广鸟儿在自由歌唱在阳光里喜悦飞翔闪耀的美丽星空好像灯盏照亮的心有彩虹在原野和鲜花在风里绽放这世界好像光明就深藏在他的心里在以后的时间里总会偶尔闪过渴望那喜悦的候鸟和他们奇异的天空
人间,王菲,"56,531",人间风雨过後不一定有美好的天空不是天晴就会有彩虹所以你一脸无辜不代表你懵懂不是所有感情都会有始有终孤独尽头不一定惶恐可生命总免不了最初的一阵痛但愿你的眼睛只看得到笑容但愿你流下每一滴泪都让人感动但愿你以後每一个梦不会一场空天上人间如果真值得歌颂也是因为有你才会变得闹哄哄天大地大世界比你想像中朦胧我不忍心再欺哄但愿你听得懂但愿你会懂该何去何从
跑,陈晓东,65,曲:包小柏词:易家扬编:包小松这是我的跑道枪响的前一秒我听到风在飙心在狂跳是快乐的预兆在前面错不了抓住这种感觉预备开始跑在太阳下甩开问号为了他加快速度跑穿越沙漠找一个新世界没有烦恼多好我追逐一个梦我靠我一双脚用耐力加汗水为爱赛跑脱下我的外套按下我的马表这是我选的路我一个人跑我不知道还有多远奖品是一个微笑跑不怕危险跟自己比赛要撑到最后那一秒我一个人向前跑才知道天大地大多美妙用超音速度往前跑我现在速度就像一只豹我看得到我抓得到拼命地跑觉得很好
恋爱超娱乐,尚雯婕,159,尚雯婕&杨坤-恋爱超娱乐作词：梁芒作曲：苏三木双鱃慢慢腾空我把你抱在怀中你吻在我脸上很卡通拥抱你要练会轻功瞳孔放大彩虹心跳得扑通扑通你是制造感觉的情种爱你都精通忽然就飞了我和你飞了蜜蜂追花朵在春天多么的亲热忽然就飞了我们都飞了梦越做越多我的眼里闪着跳动爱你的电波阳光照耀生活恋爱是我的娱乐没有你我就魂不守舍算一加一都会出错广场的大屏幕在转播我的情歌当你流泪感动的那一刻人们欢呼着忽然就飞了我和你飞了银河的灯火全都为了我们点亮忽然间飞了我和你飞了地球只一个不停的转啊转啊转就你最适合忽然就飞了我和你飞了银河的灯火全都为了我们点亮忽然间飞了我和你飞了地球只一个不停的转啊转啊转就你最适合
拜访春天,施孝荣,63,拜访春天演唱：施孝荣那年我们来到小小的山巅有雨细细浓浓的山巅你飞散发成春天我们就走进意象深深的诗篇你说我像诗意的雨点轻轻飘上你的红靥啊我醉了好几遍我醉了好几遍那年我们来到小小的山巅有雨细细浓浓的山巅你飞散发成春天我们就走进意象深深的诗篇你说我像诗意的雨点轻轻飘上你的红靥啊我醉了好几遍我醉了好几遍那年我们来到小小的山巅有雨细细浓浓的山巅你飞散发成春天我们就走进意象深深的诗篇你说我像诗意的雨点轻轻飘上你的红靥啊我醉了好几遍我醉了好几遍那年我们来到小小的山巅有雨细细浓浓的山巅你飞散发成春天我们就走进意象深深的诗篇你说我像诗意的雨点轻轻飘上你的红靥啊我醉了好几遍我醉了好几遍今年我又来到你门前你只是用柔柔乌黑的眼静静地说声抱歉这一个时节没有春天
舞棍,青鸟飞鱼,"2,304",青鸟飞鱼-舞棍作词：赵倩作曲：金大洲Ijusttakeit身动形随I'llliketosee舞棍是谁不要猛嚼口香糖我了解你心发慌要是在无力抵挡别再逞强跌落滑板拜吉祥我来教你练棍棒套路若是太低档看我疯狂我舞的招牌舞的够帅舞的让你外婆也崇拜我舞的飞快舞的够跩ShakeitShakeit舞英略社的棒不会承让擦出眩眼的光HoHa我舞棍怎麽样势不可挡有谁可以称王ShakeitShakeit舞棍对牌就是要HiTofight棍在前棍断气连形断意连头晕请闭眼动作敏捷舞棍圣贤横世出现我舞的招牌舞的够帅舞的让你外婆也崇拜我舞的飞快舞的够跩ShakeitShakeit舞英略社的棒不会承让擦出眩眼的光HoHa我舞棍怎麽样势不可挡有谁可以称王ShakeitShakeit舞棍对牌就是要HiTofight舞英略社的棒不会承让擦出眩眼的光HoHa我舞棍怎麽样势不可挡有谁可以称王ShakeitShakeitShakeitIjusttakeit身动形随I'llliketosee舞棍是谁Ijusttakeit身动形随I'llliketosee舞棍是谁
维他命,江美琪,35,词：陈泰翔曲：陈泰翔编：漏鱼打开我的抽屉拿了维他命往嘴里塞有他在我的身体我觉得身体好反正只是想安慰自己把药吃了烦恼不再来DiDaDi打开我的冰箱拿了巧克力往嘴里塞DiDaDi不必担心有人会嫌胖爱不存在不存在DiDaDi爱~呀~爱~呀~DiDaDi维他命在我的身体变得有未来抵抗力在我的身体赶走你的爱没有你我活的自在不要你关怀维他命是我的未来我想重来爱~爱~爱~爱~爱会重来会重来不是你
SoulMate,林嘉欣,34,歌曲：SoulMate歌手：林嘉欣曲:胡彦斌词:姚谦爱情会让人放光芒虽然这是每一个人都响往大多数日子还是要坚强别把希望放在某个人身上我宁愿自己买钻戒戴上也不愿分手(后)还要还给他让我走在自己选择路上就算淋一点雨我也无妨一个人也能也能活得漂漂亮亮两个人也要自在交往只想要选择对的心灵同伴拒绝等待白马王子成长mysoulmatewillcome爱情会让人放光芒虽然这是每一个人都响往大多数日子还是要坚强别把希望放在某个人身上我宁愿自己买钻戒戴上也不愿分手(后)还要还给他让我走在自己选择路上就算淋一点雨我也无妨一个人也能也能活得漂漂亮亮两个人也要自在交往只想要选择对的心灵同伴拒绝等待白马王子成长自在的女生活得漂漂亮亮有没有爱情我都无妨只想要选择对的心灵同伴拒绝等待白马王子成长mysoulmatewillcome
择偶条件,戴佩妮,205,择偶条件作词：戴佩妮作曲：戴佩妮演唱：戴佩妮开著借来的车　就这样绕了几个townwhat'supdudeeverywhere他们都习惯这样问好经过间jumbojuice买了柳橙的味道我说如果两个人喝刚刚好　营养不多也不少奶油的香收买我不了　latte的浓吸引我不了我只好奇L.A.的树有多高这里的girl爱穿得少少有双蓝眼睛一直对我笑bytheway　我要先思考条件一　要懂得会逗我笑（条件二）要懂得珍惜我的好（条件三）要偶尔像小孩撒娇条件四　没有接受不了的嗜好（条件五）个性不能够太胆小（条件六）要记得准时把我喂饱松开了安全带　望后镜里瞧一瞧how'surdate　Idon'tknowMr.Right真难找街上的人都很妙　脖子不停前后摇裤子老穿得吊吊　走路样子很炫耀奶油的香收买我不了　latte的浓吸引我不了我只好奇L.A.的树有多高这里的girl爱穿得少少有双蓝眼睛一直对我笑bytheway　我要先思考条件一　要懂得尊师重道（条件二）要懂得适度的讨好（条件三）偶尔浪漫会增加情调条件四　不能长的太高（条件五）脾气不能太暴躁（条件六）血型星座要当做参考OHMYLOVEOHMYSOUL射手座的要先OUTOHMYLOVEOHMYSOULAB血型最难搞条件一　要懂得会逗我笑（条件二）要懂得珍惜我的好（条件三）要偶尔像小孩撒娇条件四　没有接受不了的嗜好（条件五）个性不能够太胆小（条件六）要记得准时把我喂饱条件一　要懂得尊师重道（条件二）要懂得适度的讨好（条件三）偶尔浪漫会增加情调条件四　不能长的太高（条件五）脾气不能太暴躁（条件六）血型星座要当做参考
父子,李克勤,29,李克勤---父子十岁起当我练球技似笠臣出众人成熟只变成现场观众愿你懂多努力难避免四大皆空捧金杯会发觉理想很重大个仔请见谅其实我不是巨人无能力给你们做人宝训若有天当你未能做个伟大医生也要信这世界美好吸引当歌手当司机当警察不紧要只需要你似个铁人病痛少得不到金靴奖根本我不需要我最想你似我面上怀着笑大个仔请见谅其实我不是巨人无能力给你们做人宝训若有天当你未能做个伟大医生也要信这世界美好吸引当歌手当司机当警察不紧要只需要你似个铁人病痛少得不到金靴奖根本我不需要我最想你似我面上怀着笑当歌手当司机当警察不紧要只需要你碰上困难别困扰想得到得不到少不免灰心了我最想你似我面上怀着笑我最惊你似我渐渐麻木了
美好的原点,林嘉欣,43,林嘉欣-美好的原点一切像又回到原点记忆中最难望那页空气中的湿度微风中的气味好像都没改变只是我己经改变不再就是无忧少年懂了眼泪滋味学会珍惜眼前都是我的体会好像旧情人的脸带着似曾相识的感觉只是时间改变世界云淡风清之间那美好的一面那些流过眼泪的误会都在无言中得到了化解当我看着新的明天没有太多设限出发从美好的点只是我己经改变不再就是无忧少年懂了眼泪滋味学会珍惜眼前都是我的体会好像旧情人的脸带着似曾相识的感觉只是时间改变世界云淡风清之间美好的一面那些流过眼泪的误会都在无言中得到了化解当我看着新的明天没有太多设限出发从美好原点好像旧情人的脸带着似曾相识的感觉只是时间改变世界云淡风清之间美好的一面那些流过眼泪的误会都在无言中得到了化解当我看着新的明天没有太多设限出发从美好原点yjsc25制
日日夜夜,张栋梁,108,日日夜夜演唱者:张栋梁你说我是朋友之类人言可畏不想被人误会我看我更像救伤队随时准备不迟到早退感情不就是一人收一人给总是有人要吃亏也许我就是缺乏一点智慧面对你我总口是心非我们日日夜夜都在爱着谁闭上眼睛感觉你就在(我)周围爱不进则退在你的心外围陪着你我多么的狼狈日日夜夜你说我是朋友之类人言可畏不想被人误会我看我更像救伤队随时准备不迟到早退感情不就是一人收一人给总是有人要吃亏也许我就是缺乏一点智慧面对你我总口是心非我们日日夜夜都在爱着谁闭上眼睛感觉你就在(我)周围爱不进则退在你的心外围陪着你我多么的狼狈我们日日夜夜都在想着谁在谁身边守护着彻夜不归你需要安慰我陪你掉眼泪爱你我怎么这样迂回我们日日夜夜都在爱着谁闭上眼睛感觉你就在(我)周围爱不进则退在你的心外围陪着你我多么的狼狈爱不进则退在你的心外围陪着你我多么的狼狈
喜欢你,陈洁仪,560,喜欢你演唱：陈洁仪喜欢你给我你的外衣让我像躲在你身体里喜欢你借我你的梳子让我用柔软头发吻你喜欢你车窗上的雾气彷佛是你的爱在呼吸喜欢你那微笑的眼睛连日落也看作唇印我喜欢这样跟着你随便你带我到哪里你的脸慢慢贴近明天也慢慢地慢慢清晰我喜欢你爱我的心轻触我每根手指感应我知道它在诉说着你承诺言语喜欢你车窗上的雾气彷佛是你的爱在呼吸喜欢你那微笑的眼睛连日落也看作唇印我喜欢这样跟着你随便你带我到哪里你的脸慢慢贴近明天也慢慢地慢慢清晰我喜欢你爱我的心轻触我每根手指感应我知道它在诉说着你承诺言语我喜欢这样跟着你随便你带我到哪里你的脸慢慢贴近明天也慢慢地慢慢清晰我喜欢你爱我的心轻触我每根手指感应我知道它在诉说着你承诺言语我喜欢这样跟着你随便你带我到哪里你的脸慢慢贴近明天也慢慢地慢慢清晰我喜欢你爱我的心轻触我每根手指感应我知道它在诉说着你承诺言语我知道它在诉说着你承诺言语
天哪,谢娜,135,--谢娜-----天哪---湖南永州玉米家属--べ阿ン虎っ哦!天哪天哪天哪天哪天哪天哪天哪天哦!天哪天哪天哪天哪天哪天哪天哪天何炅比我学问好维嘉比我鼻子高培林比我身材棒我比圆圆眼睛小鲍鱼皮肤比我好小扬比我会煲汤朋友个个比我强没什么大不了哦!天哪天哪天哪天哪天哪天哪天哪天哦!天哪天哪天哪天哪天哪天哪天哪天比来比去真无聊我也有我的法宝快乐天天来报到能掰也许变欢笑嘻嘻哈哈多热闹幸福紧紧的围绕我是朋友心中宝没什么大不了凭感觉插上了电笑翻整个世界掌声鼓励加速分裂旋转每个黑夜随心所欲不顾一切快来一起发泄掌声鼓励无需奖励嘿嘿嘿嘿哦谢谢哦!天哪天哪天哪天哪天哪天哪天哪天哦!天哪天哪天哪天哪天哪天哪天哪天胡歌比我更坚强阿牛就要比我高羽泉情歌写得好黄征身材依然棒非凡魁力无法当陈坤瑜珈境界高朋友个个比我强有什么大不了哼`哦!天哪天哪天哪天哪天哪天哪天哪天哦!天哪天哪天哪天哪天哪天哪天哪天何炅比我学问好维嘉比我鼻子高培林比我身材棒我比圆圆眼睛小鲍鱼皮肤比我好小扬比我会煲汤朋友个个比我强没什么大不了哦!天哪天哪天哪天哪天哪天哪天哪天哦!天哪天哪天哪天哪天哪天哪天哪天比来比去真无聊我也有我的法宝快乐天天来报到能掰也许变欢笑嘻嘻哈哈多热闹幸福紧紧的围绕我是朋友心中宝没什么大不了凭感觉插上了电笑翻整个世界掌声鼓励加速分裂旋转每个黑夜随心所欲不顾一切快来一起发泄掌声鼓励无需奖励嘿嘿嘿嘿哦谢谢天哪天哪天哪天哪天哪天哪天~湖南永州玉米家属--べ阿ン虎っ
HoneyHoneyHoney,萧亚轩,"3,119",HoneyHoneyHoney作词：萧亚轩作曲：王力宏演唱：萧亚轩你在我耳边唱歌我乖乖听钢琴声时间仿佛停止了在这一刻抱着你永不放手Honeyhoneyhoney看着你眼尾笑纹迷迷的眼神让我心动了握着你粗粗的手像个小女人厚厚的肩膀靠着躺在你身边不停傻笑着嘟嘟的嘴角让我好想亲吻你在我耳边唱歌我乖乖听钢琴声时间仿佛停止了在这一刻抱着你永不放手做我的honeyhoneyHoney放在你的心里下半个世纪我用分分秒秒好好爱你哦honeyhoneyhoney躲进你的怀里我要我们腻在一起这样一直甜下去看着你眼尾笑纹迷迷的眼神让我心动了握着你粗粗的手像个小女人厚厚的肩膀靠着躺在你身边不停傻笑着嘟嘟的嘴角让我好想亲吻你在我耳边唱歌我乖乖听钢琴声时间仿佛停止了在这一刻抱着你永不放手做我的honeyhoneyHoney放在你的心里下半个世纪我用分分秒秒好好爱你哦honeyhoneyHoney躲进你的怀里我要我们腻在一起这样一直甜下去哦honeyhoneyhoney做我的honeyhoneyHoney放在你的心里下半个世纪我用分分秒秒好好爱你哦honeyhoneyHoney躲进你的怀里我要我们腻在一起这样一直甜下去HoneyhoneyHoney放在你的心里下半个世纪我用分分秒秒好好爱你哦honeyhoneyHoney躲进你的怀里我要我们腻在一起这样一直甜下去
诗情,王菀之,43,王菀之-詩情Byf.pG........尋覓配樂　放低知覺其實配樂　不需要傑作忘掉快樂　那麼哭喪其實快樂　不需有什麼收獲　收割何謂殞落　有幾精確螢幕厚薄　不講我事幹誰在上落　我不知覺無事要學　總不算罪惡＊饒恕我未知　自己的心事沒知識無謂去知　任何事也欣賞亦懷疑任何人想買賣　什麼於我無意思＊＃饒恕我未知　自己的心事或者應留待法醫　任何售價不買都便宜任何人的快樂　應該也莫過於此＃來自會來　去的將去誰負了誰　不該再面對忘掉敏銳　踢過不碎誰用眼淚　沖走了伴侶饒恕我未知　自己的心事沒知識無謂去知　任何事也欣賞亦懷疑任何人想買賣　什麼於我無意思＊饒恕我未知　自己的心事或者應留待法醫　任何售價不買都便宜任何人的快樂　應該也莫過於此＃饒恕我未知　自己的心事沒知識無謂去知　任何事也欣賞亦懷疑任何人想買賣　什麼於我無意思饒恕我未知　自己的心事或者應留待法醫　任何售價不買都便宜任何人的快樂　應該也莫過於此＃何謂快樂　快去知覺何事快樂　不需要…
你愿意嫁给我吗,冷漠,813,你愿意嫁给我吗作词：玉镯儿作曲：陈伟演唱：冷漠一个人走了这么多年你累了吗一颗心漂泊了这么久你倦了吗开心的不开心的时候你是不是也想找个人说说话你愿意嫁给我吗嫁给我吗和我一起用爱创造一个家小小的地方不需要多大遮风挡雨把我们的梦都装下你愿意嫁给我吗嫁给我吗和我一起慢慢走到了白发有一个孩子像我也像你你们是我心中最幸福的牵挂一个人扛着所有悲欢你累了吗一颗心受过了这么多伤你怕了吗无数次午夜梦回的时候突然发觉寂寞比寒冷更可怕你愿意嫁给我吗嫁给我吗和我一起用爱创造一个家小小的地方不需要多大遮风挡雨把我们的梦都装下你愿意嫁给我吗嫁给我吗和我一起慢慢走到了白发有一个孩子像我也像你你们是我心中最幸福的牵挂你愿意嫁给我吗嫁给我吗和我一起用爱创造一个家小小的地方不需要多大遮风挡雨把我们的梦都装下你愿意嫁给我吗嫁给我吗和我一起慢慢走到了白发有一个孩子像我也像你你们是我心中最幸福的牵挂你们是我心中最幸福的牵挂
月儿弯,彭佳慧,945,月儿弯作词：镜子作曲：张起政演唱：彭佳慧月儿弯呀弯呀弯呀弯将你的情话儿放我心上月儿弯呀弯呀弯呀弯古楼里的琴声与你把酒欢思念的花儿一般待放的新娘娇媚的花儿盛放满月落屋梁轻轻的海风有幸福的味道满满的悬挂心上夜里的花儿月牙静静连成双日头的花儿只盼为你来绽放依偎在摇椅我轻轻的唱深深的思念月儿瞭月儿弯呀弯呀弯呀弯将你的情话儿放我心上月儿弯丫呀呀弯呀弯古楼里的琴声与你把酒欢正月来思啊恋真啊真思恋打扮啊有三妹打扮啊有三妹打扮三妹三妹过新年啊唉哟哟都哟将我的脸紧紧靠在你胸膛让我的眼不再为细雨茫茫靠着你温热我静静地唱满满的爱你听见吗月儿弯呀弯呀弯呀弯将你的情话儿放我心上月儿弯呀弯呀弯呀弯古楼里的琴声与你把酒欢月儿弯呀弯呀弯呀弯将你的情话儿放我心上月儿弯呀弯呀弯呀古楼里的琴声与你把酒欢古楼里的琴声与你把酒欢
一枝花,彭羚,260,一枝花曲:EricKwok词:林夕编:CarlWong相爱的不相爱的亲爱的即使不亲爱紧要的不紧要的知道的不须知道的有没有记挂着我对或错最快乐是答案永远揭不破无论今天你在何地遗憾深不过没回味即使拥抱着满天蔷薇差一朵不够完美就似天与地游荡只不过为逃避期待只不过为回味即使给我盛放的蔷薇贪恋的只怕是那愉快的气味宁愿你这一枝花没有开留下一颗星没有采明日当你回来无非证实芬芳的记忆总会布满青苔还未葬的一枝花别要开留下一盏灯别要开摸不到可见未来王子公主只好相信不需要死去活来也可以被爱游荡只不过为逃避期待只不过为回味即使给我盛放的蔷薇贪恋的只怕是那愉快的气味宁愿你这一枝花没有开留下一颗星没有采明日当你回来无非证实芬芳的记忆总会布满青苔还未葬的一枝花别要开留下一盏灯别要开摸不到可见未来王子公主只好相信不需要死去活来也可以被爱遮掩中等到着呆王子公主只好相信一生会不变地爱相爱的不相爱的可爱的可不爱的
幸福调味,卓文萱,202,幸福调味演唱：卓文萱别要求太多别说没胃口柴米油盐也有淡淡的美好少一点冷漠加一点承诺调出最幸福的味道Oh你的脸有一点改变是不是我们太久忘了调味Ohohoh没多久就被你发现拍拍头加了一些甜Oh睁开眼有好多时间今天星期天别放着发霉Ohohoh电视节目都忘了加盐带我走去找点滋味Oh你和我爱情和生活有好多功课要做是否我们僵在原地太久忘了去感动别要求太多别说没胃口柴米油盐也有淡淡的美好少一点冷漠加一点承诺调出最幸福的味道Oh睁开眼有好多时间今天星期天别放着发霉Ohohoh电视节目都忘了加盐带我走去找点滋味Oh你和我爱情和生活有好多功课要做是否我们僵在原地太久忘了去感动别要求太多别说没胃口柴米油盐也有淡淡的美好少一点冷漠加一点承诺调出最幸福的味道别要求太多别说没胃口柴米油盐也有淡淡的美好少一点冷漠加一点承诺调出最幸福的味道
飘飘,王心凌,79,飘飘演唱：王心凌我为你飘飘我为你fly感觉像飞起来你让我可爱你让我fly像只butterfly我为你飘飘我为你fly我的心飞起来你让我可爱你让我fly因为你的爱你送的花瓣是你我幸福的皇冠你送的醋坛让我的心微微的酸你让这世界像万花筒般旋转你总是让我oh很心软一句话一个吻都带来惊喜你耍的小心机如此神奇我为你飘飘我为你fly感觉像飞起来你让我可爱你让我fly像只butterfly我为你飘飘我为你fly我的心飞起来你让我可爱你让我fly因为你的爱勾着小指头有你当我的指环大大的拥抱给我太阳般温暖挽着你的手就像漫步在云端没有你陪伴嗯不习惯一颗心一个吻还给你惊喜我玩的小游戏就是爱你我为你飘飘我为你fly感觉像飞起来你让我可爱你让我fly像只butterfly我为你飘飘我为你fly我的心飞起来你让我可爱你让我fly因为你的爱一颗心一个吻还给你惊喜我玩的小游戏就是爱你我为你飘飘我为你fly感觉像飞起来你让我可爱你让我fly像只butterfly我为你飘飘我为你fly我的心飞起来你让我可爱你让我fly因为你的爱我为你飘飘我为你fly感觉像飞起来你让我可爱你让我fly像只butterfly我为你飘飘我为你fly我的心飞起来你让我可爱你让我fly因为你的爱
