songName,singer,hot,lyric
我要我们在一起,范晓萱,"1,475",风远远地吹着我的脸我的手我的发我的心我的眼睛你远远的呆在那个城那个路那个房那个灯那扇窗口我静静的放着你给我的CD音乐当作背景怎么唱都不再煽情我记得你习惯闭着眼抱着我好像我是你的脸笑嘻嘻我不知该如何对你笑对你哭张着嘴不理你像个机器你的世界我的日子好像没有谁对谁发过脾气过的太快，来不及唉哟……你说你说我们要不要在一起柔情的日子里生活的不费力气傻傻看你只要和你在一起我说我说我要我们在一起爱你不费力气不像现在只能遥远的唱着你
对不起我爱你,梁静茹,"2,876",对不起我爱你作词:潘协庆李宗盛作曲:潘协庆演唱：梁静茹没别的只想说对不起对不起我真的爱你不管你会怎么想你怎么说也不会改变我的决定你知道有时候感情事很难说很难说爱人或朋友从前到现在我真的感觉要一想你我的心就发烧想给你听我的心跳想你知道我睡的不好喝水想着你搭车想着你合眼闭眼间出现的全是你我猜不到你的表情我等不到你的回应不想难为你又不想放弃你决定告诉你对不起对不起我爱你没别的只想说对不起怎么样我都会珍惜不管你会怎么讲你怎么做也不会影响我的心情你知道有时候男孩更难捉摸难捉摸爱人或朋友现在到永远我真会感觉要一想你我的心就狂跳我的模样记不记得牢情人卡有没有收到读书想着你听歌想着你大地和蓝天出现的全是你我才不管你的表情我才不理你回不回应不想难为你又不想放弃你决定告诉你对不起对不起我爱你你听一听我的心跳你看一看我睡的不好喝水想着你搭车想着你合眼闭眼间出现的全是你我猜不到你的表情我等不到你的回应不想难为你又不想放弃你决定告诉你对不起对不起我爱你
伤心是一种说不出的痛,黄格选,"3,838",伤心是一种说不出的痛演唱：黄格选风越吹越近仿佛听到一颗心碎的声音话还没说尽眼中仍是你飘飘的影问一声如何相守你那不归的心留下我独自徘徊在长夜的冷清问一声如何相随你那逝去的情痴痴的梦谁愿同行何时能醒伤心是一种说不出的痛心中的泪空中的雨分也分不清伤心是一种说不出的痛找得到天涯人找不到天涯心风越吹越近仿佛听到一颗心碎的声音话还没说尽眼中仍是你飘飘的影问一声如何相守你那不归的心留下我独自徘徊在长夜的冷清问一声如何相随你那逝去的情痴痴的梦谁愿同行何时能醒伤心是一种说不出的痛心中的泪空中的雨分也分不清伤心是一种说不出的痛找得到天涯人找不到天涯心伤心是一种说不出的痛心中的泪空中的雨分也分不清伤心是一种说不出的痛找得到天涯人找不到天涯心
若你碰到他,蔡健雅,"4,611",若你碰到他作词：蔡健雅作曲：蔡健雅演唱：蔡健雅我的脆弱坚强互相作战理性与感性失去平衡感不想让自己活在过去的遗憾问宇宙他是否还爱我吗这问题早就有答案若你碰到了替我问候他告诉他我过得很美满已忘记他已把泪水全部擦干若你碰到了替我问候他祝福他和他的另一半不在乎他不再爱也不再等待就这样吧若你碰到他我的自私慷慨互相挑战黑夜白天颠倒造成困扰常在最乐观时突然跌进沮丧为何失恋后想恢复那么困难只好找些催眠的话爱没有绝对虽曾经以为我终于体会爱不能倒退该让它颓废收起心碎
回来,张信哲,"2,251",回来演唱：张信哲过去很熟悉现在不懂你想看你眼睛　你却给我背影就像满天星　都跌进大海里我被放逐的心　又要往哪里去我们再也回不去了对不对就算曾经几乎拥有幸福的完美你的心回不去了对不对你要的再也不是我能给我们再也回不去了对不对眼看就要让满心遗憾为爱受罪你的心回不去了对不对不能去怪谁顶多只能掉眼泪过去很熟悉现在不懂你想看你眼睛　你却给我背影就像满天星　都跌进大海里我被放逐的心　又要往哪里去我们再也回不去了对不对就算曾经几乎拥有幸福的完美你的心回不去了对不对你要的再也不是我能给我们再也回不去了对不对眼看就要让满心遗憾为爱受罪你的心回不去了对不对不能去怪谁顶多只能掉眼泪我们再也回不去了对不对眼看就要让满心遗憾为爱受罪你的心回不去了对不对不能去怪谁顶多只能掉眼泪如果问原因　可能更承受不起我就这样离去　我又很难平静从你的泪滴我找到被爱过的证据有冲动想哭泣只好静静抱你
蒲公英的约定,周杰伦,"29,918",蒲公英的约定作词：方文山作曲：周杰伦演唱：周杰伦小学篱笆旁的蒲公英是记忆里有味道的风景午睡操场传来蝉的声音多少年后也还是很好听将愿望折纸飞机寄成信因为我们等不到那流星认真投决定命运的硬币却不知道到底能去哪里一起长大的约定那样清晰打过勾的我相信说好要一起旅行是你如今唯一坚持的任性在走廊上罚站打手心我们却注意窗边的蜻蜓我去到哪里你都跟很紧很多的梦在等待着进行一起长大的约定那样清晰打过勾的我相信说好要一起旅行是你如今唯一坚持的任性一起长大的约定那样真心与你聊不完的曾经而我已经分不清你是友情还是错过的爱情
原来你什么都不要,张杰,"3,457",原来你什么都不要演唱：张杰我知道这样不好也知道你的爱只能那么少我只有不停的要要到你想逃泪湿的枕头晒干就好眼泪在你的心里只是无理取闹以为在你身后是我一辈子的骄傲原来你什么什么都不想要我不要你的呵护你的玫瑰只要你好好久久爱我一遍就算虚荣也好贪心也好哪个女人对爱不自私不奢望我不要你的承诺不要你的永远只要你真真切切爱我一遍就算虚荣也好贪心也好最怕你把沉默当做对我的回答我知道这样不好也知道你的爱只能那么少我只有不停的要要到你想逃泪湿的枕头晒乾就好眼泪在你的心里只是无理取闹以为在你身后是我一辈子的骄傲原来你什么都不想要我不要你的呵护你的玫瑰只要你好好久久爱我一遍就算虚荣也好贪心也好哪个男人对爱不自私不奢望我不要你的承诺不要你的永远只要你真真切切爱我一遍就算虚荣也好贪心也好最怕你把沉默当做对我的回答我不要你的呵护你的玫瑰只要你好好久久爱我一遍就算虚荣也好贪心也好哪个女人对爱不自私不奢望我不要你的承诺不要你的永远只要你真真切切爱我一遍就算虚荣也好贪心也好最怕你把沉默当做对我的回答原来你什么都不想要
分开旅行,刘若英,"33,525",分开旅行作词：姚谦作曲：DavidUsher、JeffPearce演唱：黄立行、刘若英我选择去洛杉矶你一个人要飞向巴黎尊重各自的决定维持和平的爱情相爱是一种习题在自由和亲密中游移你问过太多次我爱不爱你BlackBlackHeartSend给你我的心计划是分开旅行啊为何像结局我明白停在你的怀里却不一定在你心里巴黎下了一整天雨我不想要去证明也不知道怎样证明相爱是两人事情我不喜欢你怀疑怀疑爱是可怕的武器谋杀了爱情我在这里本来是晴朗好天气BlackBlacdHeartSend给你我的心计划是分开旅行啊为何像结局我明白停在你的怀里却不一定在你心里巴黎下了一整天雨BlackBlackHeartSend给你我的心计划是分开旅行啊为何像结局我明白停在你的怀里却不一定在你心里巴黎下了一整天雨BlackBlacdHeartSend给你我的心计划是分开旅行啊为何像结局我明白停在你的怀里却不一定在你心里巴黎下了一整天雨休息一下不需要那么的密集不必每一秒钟都粘在一起你问我爱不爱你这个不是个问题早就说过需要空间才能继续我也真的不希望你离去我们就试试看各走各的路嘘别哭这个只是短短的度假别搞得那么复杂你不是一直说要去巴黎吗
一念执着,胡歌,"46,314",一念执着词曲:严艺丹演唱：胡歌、阿兰一眼之念，一念执着注定就此飞蛾扑火明知是祸为何还不知所措最好不见，最好不念如此才可不与你相恋多一步的擦肩就步步沦陷是时间的过错让我们只能错过我多想念你多遥远早知道是苦果这一刻也不想逃脱可惜这字眼太刺眼两个世界之后只好情深缘浅一眼之念，一念执着注定就此飞蛾扑火明知是祸为何还不知所措最好不见，最好不念如此才可不与你相恋多一步的擦肩就步步沦陷是时间的过错让我们只能错过我多想念你多遥远早知道是苦果这一刻也不想逃脱可惜这字眼太刺眼两个世界之后是时间的过错我们只能错过我有多么想念你有多遥远早知道结局是不能抗拒的错停留在这一刻不想逃脱是时间的过错让我们只能错过我多想念你多遥远早知道是苦果这一刻也不想逃脱可惜这字眼太刺眼两个世界之后只好情深缘浅
说你爱我,S.H.E,"3,214",说你爱我演唱：S.H.E下着雨让尘气稀释回忆我靠着你不出声音看着你看着斑驳的甜蜜爱你困住你也困住我自己我那躲也躲不掉的微妙伤口隐隐作痛你那戒也戒不掉的甜蜜借口也让我精神腐朽说你爱我变成一种问候不如趁早放手把爱坠落让满地鲜红说你爱我变成一种折磨不用陪我走到最后我承担不起你的承诺下着雨让尘气稀释回忆我靠着你不出声音看着你看着斑驳的甜蜜爱你困住你也困住我自己我那躲也躲不掉的微妙伤口隐隐作痛你那戒也戒不掉的甜蜜借口也让我精神腐朽说你爱我变成一种问候不如趁早放手把爱坠落让满地鲜红说你爱我变成一种折磨不用陪我走到最后我承担不起你的承诺说你爱我变成一种问候不如趁早放手把爱坠落让满地鲜红说你爱我变成一种折磨不用陪我走到最后我承担不起你的承诺说你爱我变成一种问候不如趁早放手把爱坠落让满地鲜红说你爱我变成一种折磨不用陪我走到最后我承担不起你的承诺
一肩之隔,秦岚,"13,434",一肩之隔作词：姚若龙作曲：翁乙仁演唱：秦岚多久没有好好聊天交换被挤压的感觉热恋的酸甜被生活调味成苦咸凝望着你忙碌的脸因为疲倦透着敷衍不经意的疏远冷过淡漠语言各自窝在沙发两边思绪飞在多云的天烟火到湖水爱往往像条拋物线不同经历不同视野让人改变不知不觉永恒是梦幻奢侈的心愿只不过一肩之隔那么远就连谁寂寞也看不见两个人背对在一个房间孤独涌现努力试着靠近你一些可惜爱走过某一点就成了回不去的昨天各自窝在沙发两边思绪飞在多云的天烟火到湖水爱往往像条拋物线不同经历不同视野让人改变不知不觉永恒是梦幻奢侈的心愿只不过一肩之隔那么远就连谁寂寞也看不见两个人背对在一个房间孤独涌现努力试着靠近你一些可惜爱走过某一点就成了回不去的昨天大雪天繁星夜相拥走过多少纪念岁月一吹怎么就飘成落叶不过一肩之隔那么远就连谁叹息也听不见闪着泪怀念爱苍老以前那种体贴最残酷的情敌是时间让爱剩下一种无言手牵手却没炽热感觉让从前美得像个谎言
练习,刘德华,"76,065",练习演唱：刘德华如果留下多一秒钟可以减少明天想你的痛我会愿意放下所有交换任何一丝丝可能的占有幸福只剩一杯沙漏眼睁睁看着一幕幕甜蜜不会再有原本平凡无奇的拥有到现在竟像是无助的奢求我已开始练习开始慢慢着急着急这世界没有你已经和眼泪说好不哭泣但倒数计时的爱该怎么继续我天天练习天天都会熟悉在没有你的城市里试着删除每个两人世界里那些曾经共同拥有的一切美好和回忆幸福只剩一杯沙漏眼睁睁看着一幕幕甜蜜不会再有原本平凡无奇的拥有到现在竟像是无助的奢求我已开始练习开始慢慢着急着急这世界没有你已经和眼泪说好不哭泣但倒数计时的爱该怎么继续我天天练习天天都会熟悉在没有你的城市里试着删除每个两人世界里那些曾经共同拥有的一切美好和回忆爱是一万公顷的森林迷了路的却是我和你不是说好一起闯出去怎能剩我一人回去回去我已开始练习开始慢慢着急着急这世界没有你已经和眼泪说好不哭泣但倒数计时的爱该怎么继续我天天练习天天都会熟悉在没有你的城市里试着删除每个两人世界里那些曾经共同拥有的一切美好和回忆那些曾经共同拥有的一切美好和回忆
东风破,周杰伦,"83,126",东风破作词：方文山作曲：周杰伦演唱：周杰伦一盏离愁孤灯伫立在窗口我在门后假装你人还没走旧地如重游月圆更寂寞夜半清醒的烛火不忍苛责我一壶漂泊浪迹天涯难入喉你走之后酒暖回忆思念瘦水向东流时间怎么偷花开就一次成熟我却错过谁在用琵琶弹奏一曲东风破岁月在墙上剥落看见小时候犹记得那年我们都还很年幼而如今琴声幽幽我的等候你没听过谁在用琵琶弹奏一曲东风破枫叶将故事染色结局我看透篱笆外的古道我牵着你走过荒烟漫草的年头就连分手都很沉默一壶漂泊浪迹天涯难入喉你走之后酒暖回忆思念瘦水向东流时间怎么偷花开就一次成熟我却错过谁在用琵琶弹奏一曲东风破岁月在墙上剥落看见小时候犹记得那年我们都还很年幼而如今琴声幽幽我的等候你没听过谁在用琵琶弹奏一曲东风破枫叶将故事染色结局我看透篱笆外的古道我牵着你走过荒烟漫草的年头就连分手都谁在用琵琶弹奏一曲东风破岁月在墙上剥落看见小时候犹记得那年我们都还很年幼而如今琴声幽幽我的等候你没听过谁在用琵琶弹奏一曲东风破枫叶将故事染色结局我看透篱笆外的古道我牵着你走过荒烟漫草的年头就连分手都很沉默
因为爱情,王菲,"411,923",因为爱情作词：小柯作曲：小柯演唱：王菲、陈奕迅给你一张过去的CD听听那时我们的爱情有时会突然忘了我还在爱着你再唱不出那样的歌曲听到都会红着脸躲避虽然会经常忘了我依然爱着你因为爱情不会轻易悲伤所以一切都是幸福的模样因为爱情简单的生长依然随时可以为你疯狂因为爱情怎么会有沧桑所以我们还是年轻的模样因为爱情在那个地方依然还有人在那里游荡人来人往再唱不出那样的歌曲听到都会红着脸躲避虽然会经常忘了我依然爱着你因为爱情不会轻易悲伤所以一切都是幸福的模样因为爱情简单的生长依然随时可以为你疯狂因为爱情怎么会有沧桑所以我们还是年轻的模样因为爱情在那个地方依然还有人在那里游荡人来人往给你一张过去的CD听听那时我们的爱情有时会突然忘了我还在爱着你
清明雨上,许嵩,"73,023",清明雨上作词：许嵩、安琪作曲：许嵩演唱：许嵩窗透初晓日照西桥云自摇想你当年荷风微摆的衣角木雕流金岁月涟漪七年前封笔因为我今生挥毫只为你雨打湿了眼眶年年倚井盼归堂最怕不觉泪已拆两行我在人间彷徨寻不到你的天堂东瓶西镜放恨不能遗忘又是清明雨上折菊寄到你身旁把你最爱的歌来轻轻唱远方有琴愀然空灵声声催天雨涓涓心事说给自己听月影憧憧烟火几重烛花红红尘旧梦梦断都成空雨打湿了眼眶年年倚井盼归堂最怕不觉泪已拆两行我在人间彷徨寻不到你的天堂东瓶西镜放恨不能遗忘又是清明雨上折菊寄到你身旁把你最爱的歌来轻轻唱我在人间彷徨寻不到你的天堂东瓶西镜放恨不能遗忘又是清明雨上折菊寄到你身旁把你最爱的歌来轻轻唱
认真的雪,薛之谦,"17,755",认真的雪演唱：薛之谦雪下地那么深下得那么认真倒映出我躺在雪中的伤痕夜深人静那是爱情偷偷地控制着我的心提醒我爱你要随时待命音乐安静还是爱情啊一步一步吞噬着我的心爱上你我失去了我自己爱得那么认真爱得那么认真可还是听见了你说不可能已经十几年没下雪的上海突然飘雪就在你说了分手的瞬间雪下得那么深下得那么认真倒映出我躺在雪中的伤痕我并不在乎自己究竟多伤痕累累可我在乎今后你有谁陪音乐安静还是爱情啊一步一步吞噬着我的心爱上你我失去了我自己爱得那么认真爱得那么认真可还是听见了你说不可能已经十几年没下雪的上海突然飘雪就在你说了分手的瞬间雪下得那么深下得那么认真倒映出我躺在雪中的伤痕我并不在乎自己究竟多伤痕累累可我在乎今后你有谁陪爱得那么深爱得那么认真可还是听见了你说不可能已经十几年没下雪的上海突然飘雪就在你说了分手的瞬间雪下得那么深下得那么认真倒映出我躺在雪中的伤痕我并不在乎自己究竟多伤痕累累可我在乎今后你有谁陪爱得那么深比谁都认真可最后还是只剩我一个人漫天风雪请别再把我的眼泪擦去毕竟那是我最爱的女人毕竟我曾是她深爱的人
爱上一个不回家的人,林忆莲,"50,347",爱上一个不回家的人作词：丁晓雯作曲：陈志远演唱：林忆莲爱过就不要说抱歉毕竟我们走过这一回从来我就不曾后悔初见那时美丽的相约曾经以为我会是你浪漫的爱情故事唯一不变的永远是我自己愿意承受这样的输赢结果依然无怨无悔期待你的出现天色已黄昏爱上一个不回家的人等待一扇不开启的门善变的眼神紧闭的双唇何必再去苦苦强求苦苦追问爱过就不要说抱歉毕竟我们走过这一回从来我就不曾后悔初见那时美丽的相约曾经以为我会是你浪漫的爱情故事唯一不变的永远是我自己愿意承受这样的输赢结果依然无怨无悔期待你的出现天色已黄昏爱上一个不回家的人等待一扇不开启的门善变的眼神紧闭的双唇何必再去苦苦强求苦苦追问爱上一个不回家的人等待一扇不开启的门善变的眼神紧闭的双唇何必再去苦苦强求苦苦追问爱上一个不回家的人等待一扇不开启的门善变的眼神紧闭的双唇何必再去苦苦强求苦苦追问
爱一个人好难,苏永康,"92,176",苏永康-爱一个人好难词、曲：季中平你说你还是喜欢孤单其实你怕被我看穿你怕属于我们的船漂漂荡荡靠不了岸事到如今没有答案我的真心为你牵绊不管相见的夜多么难堪简简单单的说爱是不爱想要把你忘记真的好难思念的痛在我心里纠缠朝朝暮暮的期盼永远没有答案为何当初你选择一刀两断听你说声爱我真的好难曾经说过的话风吹云散站在天秤的两端一样的为难唯一的答案爱一个人好难事到如今没有答案我的真心为你牵绊不管相见的夜多么难堪简简单单的说爱是不爱想要把你忘记真的好难思念的痛在我心里纠缠朝朝暮暮的期盼永远没有答案为何当初你选择一刀两断听你说声爱我真的好难曾经说过的话风吹云散站在天秤的两端一样的为难唯一的答案爱一个人好难想要把你忘记真的好难思念的痛在我心里纠缠朝朝暮暮的期盼永远没有答案为何当初你选择一刀两断听你说声爱我真的好难曾经说过的话风吹云散站在天秤的两端一样的为难唯一的答案爱一个人好难
那就这样吧,动力火车,"171,221",那就这样吧作词:阿轩作曲:阿轩演唱：动力火车不要哭了吗该哭的人是我吧你都坦白爱上了他我有什么办法我也同意啦既然你提出想法我们不要拖拖拉拉就从明天开始吧那就这样吧再爱都曲终人散啦那就分手吧再爱都无需挣扎不要再问我怎舍得拱手让他你走吧到了记得要给我通电话那就这样吧再爱都要Sayonara再给抱一下闻一闻你的长发不要再哭啦快把眼泪擦一擦这样吧再爱我有缘的话不要哭了吗该哭的人是我吧你都坦白爱上了他我有什么办法我也同意啦既然你提出想法我们不要拖拖拉拉就从明天开始吧那就这样吧再爱都曲终人散啦那就分手吧再爱都无需挣扎不要再问我怎舍得拱手让他你走吧到了记得要给我通电话那就这样吧再爱都要Sayonara再给抱一下闻一闻你的长发不要再哭啦快把眼泪擦一擦这样吧再爱我有缘的话快去把东西收拾一下再耗下去都天亮啦这里的钥匙你先留着吧怕你有东西假如你有东西忘了拿那就这样吧再爱都曲终人散啦那就分手吧再爱都无需挣扎不要再问我怎舍得拱手让他你走吧到了记得要给我通电话那就这样吧再爱都要Sayonara再给抱一下闻一闻你的长发不要再哭啦快把眼泪擦一擦这样吧再爱我有缘的话
很爱很爱你,刘若英,"42,630",很爱很爱你作词：施人诚作曲：玉城千春演唱：刘若英想为你做件事让你更快乐的事好在你的心中埋下我的名字求时间趁著你不注意的时候悄悄地把这种子酿成果实我想她的确是更适合你的女子我太不够温柔优雅成熟懂事如果我退回到好朋友的位置你也就不再需要为难成这样子很爱很爱你所以愿意舍得让你往更多幸福的地方飞去很爱很爱你只有让你拥有爱情我才安心看著她走向你那幅画面多美丽如果我会哭泣也是因为欢喜地球上两个人能相遇不容易做不成你的情人我仍感激很爱很爱你所以愿意不牵绊你往更多幸福的地方飞去很爱很爱你只有让你拥有爱情我才安心啦...啦...啦...啦...啦...啦...很爱很爱你所以愿意舍得让你往更多幸福的地方飞去很爱很爱你只有让你拥有爱情我才安心很爱很爱你所以愿意不牵绊你飞向幸福的地方去很爱很爱你只有让你拥有爱情我才安心很爱很爱你所以愿意舍得让你往更多幸福的地方飞去很爱很爱你只有让你拥有爱情我才安心很爱很爱你所以愿意不牵绊你飞向幸福的地方去很爱很爱你只有让你拥有爱情我才安心
天冷就回来,陈洁仪,"2,635",天冷就回来演唱：陈洁仪从前对着收音机学唱旧的歌我问妈妈为什么伤心像快乐妈妈笑着说她也不懂得我想出去走一走妈妈点点头天冷你就回来别在风中徘徊妈妈眼里有明白还有一丝无奈天冷我想回家童年已经不再昨天的雨点洒下来那滋味叫做爱Wu别在风中徘徊Wu天冷就回来渐渐对着收音机学唱新的歌我问朋友为什么做梦也快乐朋友笑说他从不相信梦我想出去走一走朋友点点头天冷你就回来别在风中徘徊朋友的眼里有明白还有一份期待天冷我想回家年少已经不再今天的雨点洒下来那滋味就是爱现在对着收音机听自己唱的歌我的他问为什么幸福不快乐我微笑着说我也不懂得他想出去走一走我对他点点头天冷你就回来别在风中徘徊我猜我眼里有明白还有一丝无奈天冷他没回家我仍然在等待明天的雨点洒下来那滋味就是爱Wu别在风中徘徊Wu天冷就回来
城里的月光,许美静,"206,480",城里的月光词曲：陈佳明演唱：许美静每颗心上某一个地方总有个记忆挥不散每个深夜某一个地方总有着最深的思量世间万千的变幻爱把有情的人分两端心若知道灵犀的方向那怕不能够朝夕相伴城里的月光把梦照亮请温暖他心房看透了人间聚散能不能多点快乐片段城里的月光把梦照亮请守护它身旁若有一天能重逢让幸福撒满整个夜晚每颗心上某一个地方总有个记忆挥不散每个深夜某一个地方总有着最深的思量世间万千的变幻爱把有情的人分两端心若知道灵犀的方向那怕不能够朝夕相伴城里的月光把梦照亮请温暖他心房看透了人间聚散能不能多点快乐片段城里的月光把梦照亮请守护它身旁若有一天能重逢让幸福撒满整个夜晚城里的月光把梦照亮请温暖他心房看透了人间聚散能不能多点快乐片段城里的月光把梦照亮请守护它身旁若有一天能重逢让幸福撒满整个夜晚若有一天能重逢让幸福撒满整个夜晚
孤单心事,蓝又时,"20,134",孤单心事演唱：蓝又时雨下在我窗前玻璃也在流眼泪街上的人都看起来比我幸福一点用寂寞来测验还是最想要你陪曾一起走过的夏天我常常会梦见我猜不到你真正的感觉思念写成脸上的黑眼圈有的时候我宁愿你对我坏一点无法停止幻想我们的永远爱你是孤单的心事不懂你微笑的意思只能像一朵向日葵在夜里默默的坚持爱你是孤单的心事多希望你对我诚实一直爱着你用我自己的方式我在你的心里有没有一点特别就怕你终究没发现我还在你身边我猜不到你真正的感觉思念写成脸上的黑眼圈有的时候我宁愿你对我坏一点无法停止幻想我们的永远爱你是孤单的心事不懂你微笑的意思只能像一朵向日葵在夜里默默的坚持爱你是孤单的心事多希望你对我诚实一直爱着你用我自己的方式爱你是孤单的心事不懂你微笑的意思只能像一朵向日葵在夜里默默的坚持爱你是孤单的心事多希望你对我诚实一直爱着你用我自己的方式
生如夏花,朴树,"31,450",生如夏花作词：朴树作曲：朴树演唱：朴树也不知在黑暗中究竟沉睡了多久也不知要有多难才能睁开双眼我从远方赶来　恰巧你们也在痴迷流连人间　我为她而狂野我是这耀眼的瞬间是划过天边的刹那火焰我为你来看我不顾一切我将熄灭永不能再回来我在这里啊就在这里啊惊鸿一般短暂像夏花一样绚烂这是一个多美丽又遗憾的世界我们就这样抱着笑着还流着泪我从远方赶来　赴你一面之约如夏花一样绚烂不虚此行呀开放在你眼前我要你来爱我不顾一切一路春光啊一路荆棘呀这是一个不能停留太久的世界
勇气,梁静茹,"257,071",勇气作词：瑞业作曲：光良演唱：梁静茹终于作了这个决定别人怎么说我不理只要你也一样的肯定我愿意天涯海角都随你去我知道一切不容易我的心一直温习说服自己最怕你忽然说要放弃爱真的需要勇气来面对流言蜚语只要你一个眼神肯定我的爱就有意义我们都需要勇气去相信会在一起人潮拥挤我能感觉你放在我手心里你的真心终于作了这个决定别人怎么说我不理只要你也一样的肯定我愿意天涯海角都随你去我知道一切不容易我的心一直温习说服自己最怕你忽然说要放弃爱真的需要勇气来面对流言蜚语只要你一个眼神肯定我的爱就有意义我们都需要勇气去相信会在一起人潮拥挤我能感觉你放在我手心里你的真心如果我的坚强任性会不小心伤害了你你能不能温柔提醒我虽然心太急更害怕错过你爱真的需要勇气来面对流言蜚语只要你一个眼神肯定我的爱就有意义我们都需要勇气去相信会在一起人潮拥挤我能感觉你放在我手心里你的真心
下沙,游鸿明,"12,854",下沙作词：林利南作曲：游鸿明演唱：游鸿明每个人都有无法忘记的人思念会像细沙穿过你的灵魂轻轻开了门只有风雨声我觉得爱情让人变得残忍原本相爱的人变成心头的针越是爱的真越是伤的深就像黑夜和白天相隔一瞬间明知道说再见再见面也只有明天天空啊下着沙也在笑我太傻你就别再追寻看不清的脚印天空啊下着沙也在为我牵挂把爱葬在沙里还有你的消息你走了就走了不要想起风走了沙走了不要想起每个人都有无法忘记的人思念会像细沙穿过你的灵魂轻轻开了门只有风雨声我觉得爱情让人变得残忍原本相爱的人变成心头的针越是爱的真越是伤的深就像黑夜和白天相隔一瞬间明知道说再见再见面也只有明天天空啊下着沙也在笑我太傻你就别再追寻看不清的脚印天空啊下着沙也在为我牵挂把爱葬在沙里还有你的消息你走了就走了不要想起天空啊下着沙也在笑我太傻你就别再追寻看不清的脚印天空啊下着沙也在为我牵挂把爱葬在沙里还有你的消息你走了就走了不要想起风走了沙走了不要想起
手放开,李圣杰,"22,288",手放开作词：十方作曲：方文良演唱：李圣杰我把自己关起来只留下一个阳台每当天黑推开窗我对着夜幕发呆看着往事一幕一幕再次演出你我的爱我把电视机打开听着别人的对白也许那些故事可以给我一个交代你要的爱我学不来眼睁睁看情变坏人怔怔看情感慨不能给你未来我还你现在安静结束也是另一种对待当眼泪留下来伤已超载分开也是另一种明白我给你最后的疼爱是手放开不要一张双人床中间隔着一片海感情的污点就留给时间慢慢漂白把爱收进胸前左边口袋最后的疼爱是手放开不想用言语拉扯所以选择不责怪感情就像候车月台有人走有人来我的心是一个站牌写着等待不能给你未来我还你现在安静结束也是另一种对待当眼泪留下来伤已超载分开也是另一种明白我给你最后的疼爱是手放开不要一张双人床中间隔着一片海感情的污点就留给时间慢慢漂白把爱收进胸前左边口袋最后的疼爱是手放开不想用言语拉扯所以选择不责怪感情就像候车月台有人走有人来我的心是一个站牌写着等待最后的疼爱是手放开不要一张双人床中间隔着一片海感情的污点就留给时间慢慢漂白把爱收进胸前左边口袋最后的疼爱是手放开不想用言语拉扯所以选择不责怪感情就像候车月台有人走有人来我的心是一个站牌写着等待我把收音机打开听着别人的失败哽咽的声音仿佛诉说着相同悲哀你的依赖还在胸怀我无法轻易推开我无法随便走开感情中专心的人容易被伤害
一笑而过,那英,"57,181",一笑而过作词：那英作曲：刘国明、刘志文演唱：那英不要把脸藏在月光背后有谁在意我们的生活坐在安静角落该为这一刻找个解脱不要你眼里伪装的内疚该是自己幸福的时候静静的想一想谁会追求刻意的温柔你伤害了我还一笑而过你爱的贪婪我爱的懦弱眼泪流过回忆是多余的只怪自己爱你所有的错你伤害了我还一笑而过你爱的贪婪我爱的懦弱眼泪流过回忆是多余的刻骨铭心就这样的被你一笑而过不要你眼里伪装的内疚该是自己幸福的时候静静的想一想谁会追求刻意的温柔你伤害了我还一笑而过你爱的贪婪我爱的懦弱眼泪流过回忆是多余的只怪自己爱你所有的错你伤害了我还一笑而过你爱的贪婪我爱的懦弱眼泪流过回忆是多余的刻骨铭心就这样的被你一笑而过心碎千百遍任谁也无法承担想安慰自己没有语言你伤害了我还一笑而过你爱的贪婪我爱的懦弱眼泪流过回忆是多余的只怪自己爱你所有的错你伤害了我还一笑而过你爱的贪婪我爱的懦弱眼泪流过回忆是多余的刻骨铭心就这样的被你一笑而过刻骨铭心就被你一笑而过
你是我的眼,林宥嘉,"82,687",你是我的眼演唱：林宥嘉如果我能看得见　就能轻易的分辨白天黑夜就能准确的在人群中牵住你的手如果我能看得见　就能驾车带你到处遨游就能惊喜的从背后给你一个拥抱如果我能看得见　生命也许完全不同可能我想要的我喜欢的我爱的　都不一样眼前的黑不是黑　你说的白是什么白人们说的天空蓝　是我记忆中那团白云背后的蓝天我望向你的脸　却只能看见一片虚无是不是上帝在我眼前遮住了帘　忘了掀开你是我的眼　带我领略四季的变换你是我的眼　带我穿越拥挤的人潮你是我的眼　带我阅读浩瀚的书海因为你是我的眼　让我看见这世界就在我眼前就在我眼前眼前的黑不是黑　你说的白是什么白人们说的天空蓝　是我记忆中那团白云背后的蓝天我望向你的脸　却只能看见一片虚无是不是上帝在我眼前遮住了帘　忘了掀开你是我的眼　带我领略四季的变换你是我的眼　带我穿越拥挤的人潮你是我的眼　带我阅读浩瀚的书海因为你是我的眼　让我看见这世界就在我眼前你是我的眼　带我领略四季的变换你是我的眼　带我穿越拥挤的人潮你是我的眼　带我阅读浩瀚的书海因为你是我的眼　让我看见这世界就在我眼前就在我眼前
